,name,price,original_price,location,seller_name,brand,num_colors,rating_score,link_item,vouchers,categories
10,【Fast-selling】 L16c2pb2 L16m2pb2 L16l2pb2 L16m2pb1 Lap For Ideapad 520-15ikb L16s2pb1 L16l2pb3 L16c2pb1 L17l2pf1 L17m2pb7,678362,938385,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/fast-selling-l16c2pb2-l16m2pb2-l16l2pb2-l16m2pb1-lap-for-ideapad-520-15ikb-l16s2pb1-l16l2pb3-l16c2pb1-l17l2pf1-l17m2pb7-i3026584075.html,['Voucher save 28%'],"[4401, 4414, 9034]"
11,【2023 NEW】 L14l4e01 L14s4a01 L14l4a01 Lap For Ideapad 500-15isk Y50c V4000-Ise Z41-70 Z51-70,701162,969165,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/2023-new-l14l4e01-l14s4a01-l14l4a01-lap-for-ideapad-500-15isk-y50c-v4000-ise-z41-70-z51-70-i3026569116.html,['Voucher save 28%'],"[4401, 4414, 9034]"
12,【Shop the Latest Trends】 Lap For Macbook Pro 15 A1150 A1211 A1226 A1260 Ma463 Ma464 Ma600 Ma601 Ma609 Ma610 A1175 Ma348 Ma348g/a J/a,666962,922995,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/shop-the-latest-trends-lap-for-macbook-pro-15-a1150-a1211-a1226-a1260-ma463-ma464-ma600-ma601-ma609-ma610-a1175-ma348-ma348ga-ja-i3026569112.html,['Voucher save 28%'],"[4401, 4414, 9034]"
13,【Pre-order】 Bl06xl Bl06042xl Lap For Elitebook 1040 G0 G1 G2 Hstnn-Db5d Hstnn-Ib5d Hstnn-W02c 722297-001 722236-171,815262,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/pre-order-bl06xl-bl06042xl-lap-for-elitebook-1040-g0-g1-g2-hstnn-db5d-hstnn-ib5d-hstnn-w02c-722297-001-722236-171-i3026565133.html,['Voucher save 18%'],"[4401, 4414, 9034]"
14,【Seasonal Sale】 New Bt04 Bt04xl Notebook For Elitebook Folio 9470 9470m 9480 Series Ultrabook Lap Fits Ba06 Ba06xl 687945-001,654262,905850,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/seasonal-sale-new-bt04-bt04xl-notebook-for-elitebook-folio-9470-9470m-9480-series-ultrabook-lap-fits-ba06-ba06xl-687945-001-i3026565110.html,['Voucher save 28%'],"[4401, 4414, 9034]"
15,【Trending in Fashion】 11.55v 52.5wh Sr03xl L08934-2b1 L08855-855 Lap For Omen 15-Ce 17-Cb0052tx Pavilion Gaming 15-Cx0096tx Cx0006nt,866762,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/trending-in-fashion-1155v-525wh-sr03xl-l08934-2b1-l08855-855-lap-for-omen-15-ce-17-cb0052tx-pavilion-gaming-15-cx0096tx-cx0006nt-i3026561150.html,['Voucher save 12%'],"[4401, 4414, 9034]"
16,【No-profit】 Lap For Ideapad M490s M490sa B4400sa K4250 K4350a K4450 B490s M4400s L12s4z51 L12s4y51,769662,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/no-profit-lap-for-ideapad-m490s-m490sa-b4400sa-k4250-k4350a-k4450-b490s-m4400s-l12s4z51-l12s4y51-i3026538219.html,['Voucher save 22%'],"[4401, 4414, 9034]"
17,【Limited Stock Available】 45n1111 11.1v 24wh Internal For Thinkpad T440 T440s T450 T450s X240 X250 X260 X270 Notebook 45n1110,798662,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/limited-stock-available-45n1111-111v-24wh-internal-for-thinkpad-t440-t440s-t450-t450s-x240-x250-x260-x270-notebook-45n1110-i3026530222.html,['Voucher save 19%'],"[4401, 4414, 9034]"
18,【Customer favorite】 Genuine F62g0 Lap For Inspiron 13 5370 7370 7373 7380 7386 Vostro 5370 Rpjc3 39dy5,801862,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/customer-favorite-genuine-f62g0-lap-for-inspiron-13-5370-7370-7373-7380-7386-vostro-5370-rpjc3-39dy5-i3026521259.html,['Voucher save 19%'],"[4401, 4414, 9034]"
19,【HOT SALE】 01av428 24wh/48wh Lap For Thinkpad T470 T480 T570 T580 P51s P52s 01av427 01av423 Sb10k97580 61 61,814962,990000,China,CoralCraze,No Brand,2,,https://www.lazada.vn/products/hot-sale-01av428-24wh48wh-lap-for-thinkpad-t470-t480-t570-t580-p51s-p52s-01av427-01av423-sb10k97580-61-61-i3026516257.html,['Voucher save 18%'],"[4401, 4414, 9034]"
20,【Shop the Look】 B31n1732 Lap For Vivobook X430ua X430uf X430un X430fa X430fn X571g X571lh X571gt,723962,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/shop-the-look-b31n1732-lap-for-vivobook-x430ua-x430uf-x430un-x430fa-x430fn-x571g-x571lh-x571gt-i3026513257.html,['Voucher save 27%'],"[4401, 4414, 9034]"
21,【Hot ticket】 A1281 Lap For Macbook Pro 15'' 2008 Version A1286 Mb470ll/a Mb471ll/a Mb772 Mb772ll/a,683262,945000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/hot-ticket-a1281-lap-for-macbook-pro-15-2008-version-a1286-mb470lla-mb471lla-mb772-mb772lla-i3026508292.html,['Voucher save 28%'],"[4401, 4414, 9034]"
22,【No-Questions-Asked Refund】 Lap For Ideapad S300 S300-Bni S310 S400 S400u S405 S410 S415 4icr17/65 L12s4l01 L12s4z01,723962,990000,China,CoralCraze,No Brand,4,,https://www.lazada.vn/products/no-questions-asked-refund-lap-for-ideapad-bniu-4icr1765-l12s4l01-l12s4z01-i3026504298.html,['Voucher save 27%'],"[4401, 4414, 9034]"
23,【Clearance sale】 New Bp02xl For Pavilion Notebook 15 15-Au 849569-421 849569-541 849569-542 849569-543 849909-850 Hstnn-Ub7b Bp02041xl,835762,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/clearance-sale-new-bp02xl-for-pavilion-notebook-15-15-au-849569-421-849569-541-849569-542-849569-543-849909-850-hstnn-ub7b-bp02041xl-i3026503332.html,['Voucher save 16%'],"[4401, 4414, 9034]"
24,【Top-Rated Product】 11.1v 43wh Trhff Lap For Inspiron 5547 5545 5548 5447 5445 5448 14-5447 15-5547 3450 3550 1v2f6 01v2f,852062,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/top-rated-product-111v-43wh-trhff-lap-for-inspiron-5547-5545-5548-5447-5445-5448-14-5447-15-5547-3450-3550-1v2f6-01v2f-i3026498353.html,['Voucher save 14%'],"[4401, 4414, 9034]"
25,【Big-Sales】 805047-851 805294-001 Notebook For Probook 450 455 470 G3 Series Envy 15 15-Q001tx Replace Ri04 Ri06xl Hstnn-Db7b H,657862,910710,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/big-sales-805047-851-805294-001-notebook-for-probook-450-455-470-g3-series-envy-15-15-q001tx-replace-ri04-ri06xl-hstnn-db7b-h-i3026494314.html,['Voucher save 28%'],"[4401, 4414, 9034]"
26,【The-Best】 A1181 A1185 55wh 10.8v Lap For Macbook 13 Inch Ma254 Ma255 Ma700 Ma699 Mb061ch/a Ma566j/a Ma566,792162,990000,China,CoralCraze,No Brand,2,,https://www.lazada.vn/products/the-best-a1181-a1185-55wh-108v-lap-for-macbook-13-inch-ma254-ma255-ma700-ma699-mb061cha-ma566ja-ma566-i3026475276.html,['Voucher save 20%'],"[4401, 4414, 9034]"
27,【Top Selling Item】 Cp Lap A41-D17 A32-D17 45/56wh For Akoya E7415 E7415t E7419 E7416 E7420 P7643 P7647 P7643 40060854 40050714 Notebook,835762,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/top-selling-item-cp-lap-a41-d17-a32-d17-4556wh-for-akoya-e7415-e7415t-e7419-e7416-e7420-p7643-p7647-p7643-40060854-40050714-notebook-i3026433493.html,['Voucher save 16%'],"[4401, 4414, 9034]"
28,【Exclusive Discount】 Tt03xl For Elitebook 850 G5 G6 Zbook 15u G5 G6 Hstnn-Ub7t Hstnn-Lb8h Db8k 932824-2c1 933322-855,792462,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/exclusive-discount-tt03xl-for-elitebook-850-g5-g6-zbook-15u-g5-g6-hstnn-ub7t-hstnn-lb8h-db8k-932824-2c1-933322-855-i3026424442.html,['Voucher save 20%'],"[4401, 4414, 9034]"
29,【Quality】 New 45n1001 Lap For Thinkpad T430 T430i T530 T530i W530 Sl430 Sl530 L430 L530 45n1104 45n1105 45n1003,785962,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/quality-new-45n1001-lap-for-thinkpad-t430-t430i-t530-t530i-w530-sl430-sl530-l430-l530-45n1104-45n1105-45n1003-i3026422467.html,['Voucher save 21%'],"[4401, 4414, 9034]"
30,【In-Demand Item】 11.4v 44wh Sn03xl St03xl Lap For H-P Elitebook 820 G3 820 G4 725 G3 725 G4,701162,969165,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/in-demand-item-114v-44wh-sn03xl-st03xl-lap-for-h-p-elitebook-820-g3-820-g4-725-g3-725-g4-i3026417488.html,['Voucher save 28%'],"[4401, 4414, 9034]"
31,【Big-Sales】 A32n1405 56wh Lap For Rog N551 N751 N751jk G551 G771 G771jk Gl551 Gl551jk Gl551jm G551j G551jk G551m G551jw,831862,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/big-sales-a32n1405-56wh-lap-for-rog-n551-n751-n751jk-g551-g771-g771jk-gl551-gl551jk-gl551jm-g551j-g551jk-g551m-g551jw-i3026403553.html,['Voucher save 16%'],"[4401, 4414, 9034]"
32,【Hot New Release】 8cells Lap For Ideapad G400s G405s G410s G500s G505s L12s4e01 L12l4a02 L12l4e01 L12m4a02 L12m4a02 L12s4a02,735762,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/hot-new-release-8cells-lap-for-ideapad-g400s-g405s-g410s-g500s-g505s-l12s4e01-l12l4a02-l12l4e01-l12m4a02-l12m4a02-l12s4a02-i3026390615.html,['Voucher save 26%'],"[4401, 4414, 9034]"
33,【Bestselling Product】 42wh Wdxor Wdx0r Lap For Inspiron 13 5368 5378 7368 14 7460 3480 15 5538 5567 5568 7560 7570 17 5765 5570 3480,834462,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/bestselling-product-42wh-wdxor-wdx0r-lap-for-inspiron-13-5368-5378-7368-14-7460-3480-15-5538-5567-5568-7560-7570-17-5765-5570-3480-i3026236975.html,['Voucher save 16%'],"[4401, 4414, 9034]"
34,【Versatile】 Valenx Ap18c8k Lap For Acer Aspire 5 A514-52 Chromebook 314 C933 Swift 3 Sf314-42 Sf314-57 Sf314-57g,704462,973620,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/versatile-valenx-ap18c8k-lap-for-acer-aspire-5-a514-52-chromebook-314-c933-swift-3-sf314-42-sf314-57-sf314-57g-i3026228944.html,['Voucher save 28%'],"[4401, 4414, 9034]"
35,【Customizable】 11.52v 42wh B31n1732 Lap For Vivobook X430ua X430uf X430un X430fa X430fn X571g X571lh X571gt,867062,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/customizable-1152v-42wh-b31n1732-lap-for-vivobook-x430ua-x430uf-x430un-x430fa-x430fn-x571g-x571lh-x571gt-i3026207980.html,['Voucher save 12%'],"[4401, 4414, 9034]"
36,【Discount】 New 14.8v 41.4wh As16a5k As16a7k As16a8k For Acer Aspire E15 E5-475g 523g 553g 575g 774g E5-575-59qb E5-575 E5-575g-53vg,769262,990000,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/discount-new-148v-414wh-as16a5k-as16a7k-as16a8k-for-acer-aspire-e15-e5-475g-523g-553g-575g-774g-e5-575-59qb-e5-575-e5-575g-53vg-i3026207969.html,['Voucher save 22%'],"[4401, 4414, 9034]"
37,【Direct-sales】 Lap For Ideapad 310-14iap 310-15ikb 510-15isk L15l2pb4 L15l2pb5 L15c2pb5 L15m2pb5 L15m2pb3 L15c2pb3,701162,969165,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/direct-sales-lap-for-ideapad-310-14iap-310-15ikb-510-15isk-l15l2pb4-l15l2pb5-l15c2pb5-l15m2pb5-l15m2pb3-l15c2pb3-i3026195997.html,['Voucher save 28%'],"[4401, 4414, 9034]"
38,【Exclusive Offer】 L15c2pb2 L15c2pb4 L15l2pb2 L15m2pb2 Lap For Ideapad 310-14iap 310-14ikb 310-14isk 310-14iap 7.6v 29wh,678362,938385,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/exclusive-offer-l15c2pb2-l15c2pb4-l15l2pb2-l15m2pb2-lap-for-ideapad-310-14iap-310-14ikb-310-14isk-310-14iap-76v-29wh-i3026195993.html,['Voucher save 28%'],"[4401, 4414, 9034]"
39,【Must-Have Style】 6cells Lap For Acer Extensa 5220 5235 5620 5630 7620 Travelmate 5320 5520 5720 5730 7720 7520 Tm00741 Free Shipping,598262,830250,China,CoralCraze,No Brand,1,,https://www.lazada.vn/products/must-have-style-6cells-lap-for-acer-extensa-5220-5235-5620-5630-7620-travelmate-5320-5520-5720-5730-7720-7520-tm00741-free-shipping-i3026195984.html,['Voucher save 28%'],"[4401, 4414, 9034]"
40,适用红米RedmiPadSE 8.7平板皮套se8.7荔枝纹旋转360皮套8.7寸壳,268445,268445,China,wbutt,No Brand,10,,https://www.lazada.vn/products/redmipadse-87-se87-qqos-360-i3025974075.html,[],"[4401, 4414, 9034]"
41,New A1502 trackpad with cable for MacBook Pro Retina 13 ''A1502 touchpad with cable mf839 mf841 821-00184-a 2015 year,542512,542512,China,zxs74,No Brand,1,,https://www.lazada.vn/products/new-a1502-trackpad-with-cable-for-macbook-pro-retina-13-a1502-touchpad-with-cable-mf839-mf841-821-00184-a-2015-year-i3025353229.html,[],"[4401, 4414, 9034]"
42,New A1502 trackpad with cable for MacBook Pro Retina 13 ''A1502 touchpad with cable mf839 mf841 821-00184-a 2015 year,542512,542512,China,zxs74,No Brand,1,,https://www.lazada.vn/products/new-a1502-trackpad-with-cable-for-macbook-pro-retina-13-a1502-touchpad-with-cable-mf839-mf841-821-00184-a-2015-year-i3025101569.html,[],"[4401, 4414, 9034]"
43,New A1502 trackpad with cable for MacBook Pro Retina 13 ''A1502 touchpad with cable mf839 mf841 821-00184-a 2015 year,542512,542512,China,zxs74,No Brand,1,,https://www.lazada.vn/products/new-a1502-trackpad-with-cable-for-macbook-pro-retina-13-a1502-touchpad-with-cable-mf839-mf841-821-00184-a-2015-year-i3025100553.html,[],"[4401, 4414, 9034]"
44,A1278 Trackpad With Flex Cable 821-1254-A For Macbook Pro 13'' A1278 Touchpad 2009 2010 2011 2012 Year,842512,842512,China,zxs74,No Brand,1,,https://www.lazada.vn/products/a1278-trackpad-with-flex-cable-821-1254-a-for-macbook-pro-13-a1278-touchpad-2009-2010-2011-2012-year-i3025082810.html,[],"[4401, 4414, 9034]"
45,Wireless 22560 ax201ngw ThinkPad E14 E15 thinbook 13s/14S/14/15/plus hybrid Centre M70A m90a Gen2 m60e tiny 01ax798,837512,837512,China,SDF32432GHR,No Brand,1,,https://www.lazada.vn/products/wireless-22560-ax201ngw-thinkpad-e14-e15-thinkbook-13s14s1415plus-thinkcentre-m70a-m90a-gen2-m60e-tiny-01ax798-i3024548986.html,[],"[4401, 4414, 9034]"
46,"Laptop Asus ExpertBook B5 Core i7-1165G7, 24gb ram, 1tb SSD NVMe, 13.3"" Full HD Oled, siêu mỏng nhẹ update Windows 11",5000000,5000000,Vietnam,Khoa Đức Store,Dell,0,,https://www.lazada.vn/products/laptop-asus-expertbook-b5-core-i7-1165g7-24gb-ram-1tb-ssd-nvme-133-full-hd-oled-sieu-mong-nhe-update-windows-11-i3023153150.html,[],"[4401, 4414, 9034]"
47,"Cây máy tính Lenovo ThinkStation P320 tiny Core i5-7400, 16gb ram, 512gb SSD, bản full nhập khẩu nguyên chiếc",5000000,5000000,Vietnam,Khoa Đức Store,Dell,0,,https://www.lazada.vn/products/cay-may-tinh-lenovo-thinkstation-p320-tiny-core-i5-7400-16gb-ram-512gb-ssd-ban-full-nhap-khau-nguyen-chiec-i3022771500.html,[],"[4401, 4414, 9034]"
48,"Laptop cảm ứng soay 360 Fujitsu T726 core i5-6300U, 20gb ram, 256gb SSD,12.5” cảm ứng soay 360 độ",5000000,5000000,Vietnam,Khoa Đức Store,Dell,0,,https://www.lazada.vn/products/laptop-cam-ung-soay-360-fujitsu-t726-core-i5-6300u-20gb-ram-256gb-ssd125-cam-ung-soay-360-do-i3022703492.html,[],"[4401, 4414, 9034]"
49,Laptop Nhật bản NEC Versapro VK19S Core i7-3517U 4gb Ram 128gb SSD 13.3inch HD vỏ nhôm magie siêu mỏng nhẹ,5000000,5000000,Vietnam,Khoa Đức Store,Dell,0,,https://www.lazada.vn/products/laptop-nhat-ban-nec-versapro-vk19s-core-i7-3517u-4gb-ram-128gb-ssd-133inch-hd-vo-nhom-magie-sieu-mong-nhe-i3022676518.html,[],"[4401, 4414, 9034]"
50,Atheros AR9223 mini notebook wireless WiFi WCDMA network for Acer 300m 802.11 a/b/g/n k1kf,267512,267512,China,zhouye959292582,No Brand,1,,https://www.lazada.vn/products/atheros-ar9223-mini-notebook-wireless-wifi-wlan-network-for-acer-300m-80211-abgn-k1kf-i3021506162.html,[],"[4401, 4414, 9034]"
51,Atheros AR9223 mini notebook wireless WiFi WCDMA network standard size for Acer 300m 802.11 a/b/g/n,277512,277512,China,kkkki,No Brand,1,,https://www.lazada.vn/products/atheros-ar9223-mini-notebook-wireless-wifi-wlan-network-standard-size-for-acer-300m-80211-abgn-i3021392351.html,[],"[4401, 4414, 9034]"
52,EY Women's 16-inch Portable Apple Macbook 13.3 Lenovo Shin-14 Dell Pro15.6,335000,440786,China,Huang Bili,No Brand,2,,https://www.lazada.vn/products/ey-womens-16-inch-portable-apple-macbook-133-lenovo-shin-14-dell-pro156-i3019564539.html,['Voucher save 24%'],"[4401, 4414, 9034]"
53,CT  Naruto Ultimate Storm 4 Best Speed Car Dark Soul Computer Notebook Stand-Alone win10 Gamepad,546352,780503,China,Creative Technology Store,No Brand,4,,https://www.lazada.vn/products/ct-naruto-ultimate-storm-4-best-speed-car-dark-soul-computer-notebook-stand-alone-win10-gamepad-i3018496192.html,['Voucher save 30%'],"[4401, 4414, 9034]"
54,CT  Naruto Ultimate Storm 4 Best Speed Car Dark Soul Computer Notebook Stand-Alone win10 Gamepad,546352,780503,China,Creative Technology Store,No Brand,4,,https://www.lazada.vn/products/ct-naruto-ultimate-storm-4-best-speed-car-dark-soul-computer-notebook-stand-alone-win10-gamepad-i3018451407.html,['Voucher save 30%'],"[4401, 4414, 9034]"
55,"MacBook Pro 13.3 ""A1278 Loa Trái & Phải Có Chân Cao Su Và Ốc Vít Nắp Lưng Cho 2008-2010 Mẫu MB990 MB991 MC374 MC375",116500,178000,Overseas,Global Merch Park,No Brand,3,,https://www.lazada.vn/products/macbook-pro-133-a1278-loa-trai-phai-co-chan-cao-su-va-oc-vit-nap-lung-cho-2008-2010-mau-mb990-mb991-mc374-mc375-i3018213901.html,[],"[4401, 4414, 9034]"
56,"Microsoft Surface Go 2 Intel thế hệ 8 M3-8100Y,Máy mới 90-97% Ram 8Gb SSD 128Gb, lắp sim 4G Màn hình 10.5",2800000,2800000,Vietnam,Surfacelab,Microsoft,2,,https://www.lazada.vn/products/microsoft-surface-go-2-intel-the-he-8-m3-8100ymay-moi-90-97-ram-8gb-ssd-128gb-lap-sim-4g-man-hinh-105-i3015688308.html,[],"[4401, 4414, 9034]"
57,"Laptop Lenovo Ideapad 530S-14IKB - 

CPU Ryzen 5 2500U / Ram 8G / SSD 256G / Màn 14in FHD IPS Chưa Tháo Seal / Pin 3-4h / Sạc Zin / Phím Led US / Máy Đẹp Full Chức Năng …..",4500000,5000000,Vietnam,ViTính BảoKỳ,No Brand,0,,https://www.lazada.vn/products/laptop-lenovo-ideapad-530s-14ikb-cpu-ryzen-5-2500u-ram-8g-ssd-256g-man-14in-fhd-ips-chua-thao-seal-pin-3-4h-sac-zin-phim-led-us-may-dep-full-chuc-nang-i3008176441.html,['Voucher save 10%'],"[4401, 4414, 9034]"
58,"Microsoft Surface Pro 5 (8GB/256GB) Core i5 7300u - Laptop 2 trong 1, Phù Hợp Công Việc & Giải Trí",3500000,3500000,Vietnam,TAmobileStore,Microsoft,0,,https://www.lazada.vn/products/microsoft-surface-pro-5-8gb256gb-core-i5-7300u-laptop-2-trong-1-phu-hop-cong-viec-giai-tri-i3007561104.html,[],"[4401, 4414, 9034]"
59,Lenovo Ideapad 3 14IIL05 -Core i7 1065G7 / Ram 4GB  / SSD 128G / Màn 14in FHD IPS / Pin 4-5h / Sạc Zin / Máy Đẹp Full Chức Năng …..,7000000,7800000,Vietnam,ViTính BảoKỳ,No Brand,0,,https://www.lazada.vn/products/lenovo-ideapad-3-14iil05-core-i7-1065g7-ram-4gb-ssd-128g-man-14in-fhd-ips-pin-4-5h-sac-zin-may-dep-full-chuc-nang-i3003598634.html,['Voucher save 10%'],"[4401, 4414, 9034]"
60,Laptop HP 8460 (Core i5 Win 10),1700000,1700000,Vietnam,Tấn Phát Mobile 93 ,No Brand,0,,https://www.lazada.vn/products/laptop-hp-8460-core-i5-win-10-i2994044237.html,[],"[4401, 4414, 9034]"
61,LZD  Yingfan Notebook Văn phòng phẩm Kinh doanh Notepad Nhật ký đơn giản A7A6 Vật tư văn phòng Bán buôn Logo tùy chỉnh,201191,201191,China,QianYiYunMaoYiYouXianZ,No Brand,25,,https://www.lazada.vn/products/lzd-yingfan-notebook-van-phong-pham-kinh-doanh-notepad-nhat-ky-don-gian-a7a6-vat-tu-van-phong-ban-buon-logo-tuy-chinh-i2993314379.html,[],"[4401, 4414, 9034]"
62,LZD  Nhà sản xuất bán buôn và bán lẻ Yingfan Notebook Văn phòng phẩm Unicorn Series Hand Ledger Nhật ký Hobo có thể được tùy chỉnh,364584,364584,China,VgeuEUS,No Brand,2,,https://www.lazada.vn/products/lzd-nha-san-xuat-ban-buon-va-ban-le-yingfan-notebook-van-phong-pham-unicorn-series-hand-ledger-nhat-ky-hobo-co-the-duoc-tuy-chinh-i2993012839.html,[],"[4401, 4414, 9034]"
63,Laptop Dell Latitude 5320 màn 13.3 inch FHD - Core i5 1145G7 Ram 16G 256G SSD,6388000,6388000,Vietnam,TheLinhStore,Dell,3,,https://www.lazada.vn/products/laptop-dell-latitude-5320-man-133-inch-fhd-core-i5-1145g7-ram-16g-256g-ssd-i2992863472.html,[],"[4401, 4414, 9034]"
64,Laptop Dell Latitude 5420 màn 14 inch FHD - Core i5 1145G7 Ram 8G 256G SSD,7888000,7888000,Vietnam,TheLinhStore,Dell,2,,https://www.lazada.vn/products/laptop-dell-latitude-5420-man-14-inch-fhd-core-i5-1145g7-ram-8g-256g-ssd-i2992851483.html,[],"[4401, 4414, 9034]"
65,Laptop Dell Latitude 3450 màn 14 inch - Core i7 5500u Ram 8G 256G SSD,3448000,3448000,Vietnam,TheLinhStore,Dell,1,5.0,https://www.lazada.vn/products/laptop-dell-latitude-3450-man-14-inch-core-i7-5500u-ram-8g-256g-ssd-i2992768802.html,[],"[4401, 4414, 9034]"
66,Thích hợp cho năm 2020 Huawei MateBook 14 trường hợp KLVL/KLVC-WFH9L Frosted Clear Notebook Hot selling item,508370,508370,China,rfv115,No Brand,4,,https://www.lazada.vn/products/thich-hop-cho-nam-2020-huawei-matebook-14-truong-hop-klvlklvc-wfh9l-frosted-clear-notebook-hot-selling-item-i2992601443.html,[],"[4401, 4414, 9034]"
